서울덕수초등학교,서울시 중구 퇴계로22길 17,02-735-7225 
서울삼광초등학교,서울시 용산구 두텁바위로1나길  19,02-754-4052
현산부인과,서울시 서초구 방배로  127,02-584-3800
삼선동주민센터,서울시 성북구 보문로  190,02-923-8893
관악문화웨딩홀,서울시 관악구 남부순환로  1440,
연은초등학교,서울시 은평구 백련산로2길 35,02-372-6999
전농동우체국,서울시 동대문구 전농로 131,02-2245-0205
바로선병원,서울시 도봉구 도봉로   628,02-1666-5853
서울숭례초등학교,서울시 성북구 종암로5길 14,02-927-5611
둔촌초등학교,서울시 강동구 양재대로88길 27,02-475-4879
을지초등학교,서울시 노원구 중계로 239,02-951-2742
신월5동주민센터,서울시 양천구 화곡로4길 10,02-2620-4130
상계1동주민센터,서울시 노원구 동일로 1697,02-2116-2743
강남비타에듀학원(경일빌딩),서울시 강남구 영동대로 231,02-555-0040
쌍문초,서울시 도봉구 우이천로   360,02-992-5672
고려대안암병원,서울시 성북구 안암로 148,02-1577-0083
중원초등학교,서울시 노원구 섬밭로 316,02-971-4771
매봉초등학교,서울시 구로구 고척로21길 55,070-8673-5989
화곡1동주민센터,서울시 강서구 곰달래로  79,02-2600-7525
길동초등학교(본관),서울시 강동구 양재대로116길 69,02-475-5591
노원초등학교,서울시 노원구 동일로230나길 32,02-939-1894
공항동주민센터,서울시 강서구 송정로 45,02-2600-7935
서울대신초등학교,서울시 서대문구 이화여대2길 27,02-363-1994
상상마당 라이브홀,서울시 마포구 어울마당로 65,02-330-6212
서대문구보건소 천연분소,서울시 서대문구 독립문로 27,02-3140-8331
중랑구립면목도서관,서울시 중랑구 면목로 397,02-432-4123
논현 정보도서관(구 논현 문화 정보마당),서울시 강남구 학동로  169-1,02-515-1178
서초보건소,서울시 서초구 남부순환로  2584,02-2155-8114
건강보험공단 동대문지사,서울시 동대문구 고산자로 420,1577-1000
대명초등학교,서울시 강동구 상암로 271,02-481-7871
연세사랑병원,서울시 송파구 오금로  173,02-2203-6100
한양대부속초등학교,서울시 성동구 왕십리로 222,02-2295-2360
국립서울맹학교(서울용산초등학교),서울시 용산구 한강대로57길 33,02-795-0782
서울 언북 초등학교,서울시 강남구 삼성로135길 42,02-514-5981
풍납중학교,서울시 송파구 올림픽로43길 20,02-2225-2000
불광중학교,서울시 은평구 불광로 180,02-385-6591
신은초등학교,서울시 양천구 신정이펜2로 30,070-4394-7101
봉화중학교,서울시 중랑구 망우로70길 89,02-433-3180
망원2동주민센터,서울시 마포구 방울내로7길 11,02-3153-6830
신길5동주민센터,서울시 영등포구 도림로 264,02-2670-1304
아현치안센터,서울시 마포구 마포대로 197,02-362-7086
고등법원,서울시 서초구 서초중앙로 157,02-530-1114
남가좌2동주민센터,서울시 서대문구 증가로10길 28,02-330-8137
면목동우체국,서울시 중랑구 면목로 344,02-434-0772 
심청요양병원,서울시 성북구 보문로  86,02-3672-2233
아트홀 맥,서울시 마포구 대흥로 20길28,
연세대학교 백양홀 (구 백주년기념관),서울시 서대문구 연세로 50 연세대학교 백주년기념관,
신원시장 공중화장실,서울시 관악구 신원로3길  20-3,02-854-5453
왕십리2동주민센터,서울시 성동구 무학봉길 69,02-2286-7222
서초3파출소,서울시 서초구 반포대로30길 40,02-582-2120
양천공원 화장실,서울시 양천구 신정로 320,
장앤김수학,서울시 송파구 위례성대로22길 14,
금호프라자(에듀윌학원),서울시 노원구 상계로5길 32,02-3391-3400
정부중앙청사,서울시 종로구 세종대로 209,02-2100-2114
경복여고,서울시 강서구 화곡로63길  40,070-7790-0991
성수동아크밸리,서울시 성동구 성수이로22길   37,
역삼푸른솔도서관,서울시 강남구 테헤란로8길  36,02-2051-1178
월계지구대,서울시 노원구 월계로55길 58,02-994-1404
Y타워,서울시 강남구 논현로 549,
나윤웨딩문화원,서울시 동대문구 망우로 61,
롯데백화점 미아점,서울시 강북구 도봉로 62,02-944-2500
신내1동주민센터,서울시 중랑구 용마산로129나길 35,02-2094-6560 
청담어학원(백송빌딩),서울시 강남구 강남대로94길  30,02-6257-0025
하나연어린이집,서울시 은평구 녹번로 29-2,02-354-8183
강남구청직장어린이집(증축),서울시 강남구 영동대로3길 9,
건영유치원,서울시 관악구 조원로 114,02-858-4130
전일중학교,서울시 동대문구 사가정로13길 67,02-2245-9361
강서세무소,서울시 영등포구 선유로 243,02-2630-4200
영등포한방병원,서울시 영등포구 영신로34길   5,02-2678-8225
로데오,서울시 영등포구 당산로   34,02-2637-7335
국민건강보험공단,서울시 마포구 독막로  311,1577-1000
대륭테크노타운13차,서울시 금천구 가산디지털1로  24,02-2029-5600
중구보건소청사,서울시 중구 다산로39길 16,02-3396-5555
신당타워,서울시 성동구 광나루로   204,
신도림초등학교,서울시 구로구 신도림로19길 44,02-2677-2645
원효로1동주민센터(용산문화체육센터별도),서울시 용산구 백범로 350,02-2199-8480
압구정 예홀,서울시 강남구 신사동 640-2 로빈명풍관 지하1층,
숭인2동주민센터,서울시 종로구 종로65길 10,02-2148-5513
신대방2동주민센터,서울시 동작구 여의대방로24길 106,02-821-1008
세곡도서관,서울시 강남구 밤고개로  286,02-445-0297
이마트 성수점,서울시 성동구 뚝섬로 379,02-3408-1234
가리봉지구대,서울시 구로구 디지털로31길 90,
안암지구대,서울시 성북구 지봉로21길  45,02-926-9520
면목지구대,서울시 중랑구 상봉로 27,02-434-0469
라마드레 산부인과,서울시 강남구 선릉로  535,02-3444-5888
청량리동주민센터,서울시 동대문구 왕산로43다길 5,02-2171-6365
중랑웨딩문화원,서울시 중랑구 망우로 472,
마디병원,서울시 강남구 삼성로 646,02-2056-8000
대림성모병원 건강검진센터,서울시 영등포구 시흥대로183길 7-8,
양천세무소,서울시 양천구 목동동로 165,02-2650-9200
가산비즈니스센터,서울시 금천구 가산디지털1로  165,02-858-2001
한국폴리텍1대학,서울시 용산구 보광로 73,02-2001-4001~4
서울숲 한라에코밸리,서울시 성동구 뚝섬로1길 25,
화곡3동주민센터,서울시 강서구 강서로33가길 17,02-2600-7585
공덕초등학교,서울시 마포구 만리재옛길 13,02-703-6069
경수중학교,서울시 성동구 뚝섬로13길 14,02-464-0675
금옥중학교,서울시 양천구 신정로 213,02-2696-1202
강동연세병원,서울시 강동구 올림픽로 742,02-1899-0102
연세병원,서울시 성동구 왕십리로  296,02-2293-7582
신용산초등학교,서울시 용산구 이촌로  255,02-793-2807
강동미즈문화센터소아청소년과,서울시 강동구 천호대로159길 14,02-483-6606
롯데시네마 피카디리,서울시 종로구 돈화문로 134-2,1544-8855
신당4동주민센터,서울시 중구 다산로 92,02-3396-6800
서강대우체국,서울시 마포구 백범로 35,02-715-0205
베스티안 병원,서울시 강남구 도곡로 429,02-3452-7575
명지성모병원,서울시 영등포구 도림로  156,02-8297-777
노일초등학교,서울시 노원구 동일로 1625,02-951-4394
보광초등학교,서울시 용산구 우사단로 20,02-795-2549
바비페이스 병원,서울시 강남구 강남대로 516,02-1544-2944
잠실4동주민센터,서울시 송파구 올림픽로35길 12,02-2147-4690
드림요양병원,서울시 송파구 송이로 111,02-430-1122
예림어린이집,서울시 강북구 도봉로99길 58,02-904-9400
에반어린이집,서울시 강서구 강서로12길 23-7,02-2601-1398
구현초등학교,서울시 은평구 갈현로15길 51,02-352-5518
친구병원,서울시 강동구 올림픽로 684,02-6969-2000
광동한방병원,서울시 강남구 봉은사로 612,02-2222-4888
성재중학교,서울시 강서구 허준로  36,02-2658-9853
대조초등학교,서울시 은평구 연서로18길 17,02-387-4616
성아유치원,서울시 은평구 응암로14길 21,02-303-6004
고덕중학교,서울시 강동구 동남로82길 94,02-2045-6000
구로전화국,서울시 관악구 조원중앙로1길 26,080-258-1023
호수공원방문자센터,서울시 양천구 남부순환로64길 20,02-2604-3004
현대백화점,서울시 성북구 동소문로  315,02-2117-3355
동안교회,서울시 동대문구 회기로25길 67,02-962-0727
국민건강보험공단 강남서부지사,서울시 강남구 테헤란로28길 3-12,1577-1000
충무아트홀,서울시 중구 정동길 43,02-2230-6601
롯데시네마 강동,서울시 강동구 천호옛길 85,1544-8855
반포3동주민센터,서울시 서초구 신반포로23길 78,02-2155-7651
난곡보건분소,서울시 관악구 난곡로 162,02-881-5705
공항동 화장실(성당옆공원),서울시 강서구 송정로 9,
공중화장실(여의도공원),서울시 영등포구 여의공원로  120,
롯데백화점 노원점,서울시 노원구 동일로 1414,02-950-2500
서울기독대학교,서울시 은평구 갈현로4길 26-2,02-380-2500
독산4동청사,서울시 금천구 독산로 232,02-2627-2509
용마지구대,서울시 중랑구 동일로 566,02-434-3007
롯데몰 김포공항점,서울시 강서구 하늘길  38,02-6116-4000 
메가박스 아트나인,서울시 동작구 동작대로 89,1544-0070
마포아트센터,서울시 마포구 대흥로20길   28,02-3274-8600
김영학원,서울시 서초구 서초중앙로 148,02-594-7033
삼각산중학교,서울시 강북구 삼양로 19-141,02-986-0196
엔진 미술학원(재석빌딩),서울시 강남구 강남대로110길 26,02-539-1535
동명근린공원 공중화장실,서울시 강동구 아리수로78길 43-1,02-480-1395
성산1동주민센터,서울시 마포구 성산로4길  15,02-3153-6890
화곡보건분소,서울시 강서구 월정로30길  96,02-2600-5352
이마트 공항점,서울시 강서구 하늘길 76,02-2166-1234
당산동 그랜드 컨벤션센타,서울시 영등포구 양평로 58,
대한건축사협회,서울시 서초구 효령로  317,
꿈돌이공원(화장실),서울시 강서구 화곡로42가길 1,
개롱공원 공중화장실,서울시 송파구 동남로 178,
노량진우체국,서울시 동작구 노량진로 224,02-812-9052
흑석동주민센터,서울시 동작구 흑석한강로 11,02-815-1046
현대백화점,서울시 서대문구 신촌로 83,02-3145-2233
메디힐병원본관,서울시 양천구 남부순환로 331,02-2604-7551
금호1가동주민센터,서울시 성동구 행당로 15,02-2286-7341
서초4동주민센터,서울시 서초구 서운로26길 3,02-2155-7494
성심메디컬의원,서울시 중랑구 용마산로 503,
중평중학교,서울시 노원구 동일로203길 87,02-977-3026
난향초등학교,서울시 관악구 난향길  9,02-839-0291
석촌유치원,서울시 송파구 백제고분로40길 20,070-7124-6692
새보람요양병원,서울시 도봉구 방학로3길  13,02-3492-7888
BREAK OUT 전용극장,서울시 종로구 관철동 33-1,
쉐라톤그랜드워커힐호텔 워커힐씨어터,서울시 광진구 워커힐로 177 (광장동),
국립디지털도서관,서울시 서초구 반포로 664,
서울교육문화회관 대극장,서울시 서초구 양재2동 202번지,
시범공중화장실,서울시 은평구 불광로18길  43,
예랑어린이집,서울시 송파구 백제고분로36나길 7,02-416-2515
성원중학교,서울시 성동구 성덕정9가길 13,02-3408-2552
국립공원생태탐방연수원꿈앤들,서울시 도봉구 도봉산길 86,02-909-3693
인헌고등학교,서울시 관악구 인헌9길 74,02-886-6253
동북고등학교,서울시 강동구 강동대로  305,02-482-2860
한교고시학원,서울시 동작구 장승배기로 171,02-814-9300
한가람고등학교,서울시 양천구 목동서로 15,02-2642-3862
오정초등학교,서울시 구로구 경인로2길 10,02-2686-3165
성내중학교,서울시 강동구 성안로7길 36,02-470-6453
